    BicycleBmxTeal, {x:1.84, y:1.02, z:1.29}
    PurpleWindowLarge, {x:2.00, y:0.40, z:4.00}
    WineGlass 01, {x:0.15, y:0.15, z:0.23}
    LightFloor 01, {x:0.26, y:0.27, z:0.53}
    PurpleCushion, {x:0.63, y:0.13, z:0.63}
    Bicycle 01, {x:1.86, y:1.20, z:0.88}
    LimeRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    Grafitti Wall H, {x:4.00, y:0.33, z:4.00}
    CyberPunkWindow, {x:2.00, y:0.40, z:4.00}
    Glass Opaque Pink, {x:1.00, y:1.00, z:1.00}
    Furnit 1, {x:0.86, y:0.84, z:0.86}
    HWN20 Grave 34, {x:0.99, y:1.10, z:3.85}
    ZigzagWall, {x:2.00, y:0.37, z:4.00}
    HWN20 Grave 20, {x:0.99, y:0.46, z:1.45}
    High Building 2, {x:5.08, y:5.33, z:28.31}
    I Red, {x:0.50, y:0.08, z:0.50}
    GreenFloor Small, {x:2.00, y:2.00, z:0.01}
    LampPost 01, {x:0.62, y:0.71, z:3.32}
    BenchSmall 01, {x:1.10, y:0.66, z:0.79}
    HWN20 Grave 08, {x:1.46, y:2.39, z:0.99}
    Chip 02, {x:0.16, y:0.21, z:0.01}
    Pixel Critter A, {x:1.63, y:0.08, z:1.79}
    Window 2x2 V2 Open V1, {x:1.74, y:0.60, z:1.82}
    Poster9, {x:1.00, y:0.00, z:0.60}
    OxygenStorage 01, {x:2.38, y:1.27, z:2.96}
    ChineseLantern 02, {x:0.28, y:0.28, z:0.59}
    Book 05, {x:0.65, y:0.49, z:0.10}
    Deck 7M V04, {x:7.00, y:2.08, z:4.56}
    PurpleRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    Glowing Stone 04, {x:0.19, y:0.18, z:0.22}
    Deck 6M V04, {x:6.01, y:2.20, z:3.71}
    Grey Trap Door, {x:3.00, y:1.50, z:0.00}
    Rock 05, {x:1.37, y:1.71, z:3.57}
    Tent 02, {x:3.34, y:2.49, z:2.88}
    Train Track Crossover, {x:6.01, y:6.00, z:0.34}
    FlagPole 02, {x:1.82, y:0.43, z:2.26}
    SpiralFloatingStairs, {x:4.02, y:4.02, z:3.83}
    Hallway Module Straight 02, {x:6.02, y:6.00, z:3.82}
    Cactus 6, {x:1.90, y:1.79, z:2.67}
    Vegetation, {x:1.00, y:1.00, z:1.00}
    Street Signal, {x:1.95, y:1.36, z:4.36}
    Bucket 02, {x:0.96, y:0.77, z:0.36}
    YellowFloor, {x:4.00, y:4.00, z:0.01}
    Traffic Cone Green, {x:0.53, y:0.53, z:0.55}
    Stone Tile 03, {x:0.85, y:0.59, z:0.04}
    Traffic Light C, {x:0.98, y:0.88, z:4.86}
    HWN20 IronfFence 04, {x:0.16, y:3.35, z:4.02}
    LimeRoof, {x:4.00, y:4.00, z:0.20}
    Ring Red Light, {x:2.00, y:2.00, z:0.10}
    Road Cobble Short, {x:1.00, y:2.00, z:0.04}
    Tree 01, {x:4.70, y:4.45, z:5.43}
    BeigeRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    Fireplace 01, {x:1.58, y:2.31, z:1.72}
    PinkBoardsWall, {x:2.00, y:0.36, z:4.00}
    Pillar Cylinder 04, {x:0.94, y:0.94, z:4.00}
    PanelSciFi 01, {x:2.00, y:2.00, z:0.05}
    HWN20 Skull&Candles 01, {x:0.71, y:0.54, z:0.57}
    Sushi Display, {x:1.63, y:0.47, z:0.35}
    BlueWindow, {x:2.00, y:0.40, z:4.00}
    Tree Dead 03, {x:4.47, y:4.81, z:5.71}
    Tree Dead 01, {x:5.19, y:6.03, z:6.40}
    Boombox 01, {x:0.26, y:1.16, z:0.99}
    Mines Car Track Crossover, {x:3.00, y:3.00, z:0.09}
    HWN20 ScareCrow, {x:0.72, y:2.07, z:2.66}
    Tree 03, {x:4.45, y:5.03, z:6.41}
    PinkBoardsDoorframe, {x:2.00, y:0.36, z:4.00}
    TrashCan 01, {x:0.79, y:1.28, z:0.79}
    FenceIronMedium 01, {x:0.37, y:3.00, z:1.49}
    FenceSticksSmall 01, {x:0.11, y:1.07, z:0.98}
    Stone Tile 01, {x:0.58, y:1.09, z:0.04}
    Traffic Light A, {x:1.05, y:0.88, z:4.87}
    Flags 01, {x:0.00, y:0.00, z:0.00}
    Tree 2, {x:2.51, y:2.73, z:5.54}
    O Blue, {x:0.50, y:0.08, z:0.50}
    N Blue, {x:0.50, y:0.08, z:0.50}
    Brick Red, {x:1.00, y:1.00, z:1.00}
    Cactus 4, {x:2.45, y:2.44, z:2.33}
    Awning 3M, {x:3.00, y:2.19, z:3.71}
    Bottle 08, {x:0.19, y:0.14, z:0.37}
    BeigeRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Grass04, {x:0.35, y:0.57, z:0.55}
    LimeCorner, {x:2.00, y:2.00, z:4.00}
    Rock 07, {x:0.45, y:0.44, z:0.76}
    BeigeRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    DarkGreyCorner, {x:2.00, y:2.00, z:4.00}
    Window 1x2 V4 Open, {x:1.42, y:0.35, z:2.02}
    Door Genesis, {x:1.92, y:0.13, z:2.22}
    Deck 6M V06, {x:6.00, y:2.03, z:4.74}
    Graffiti 01, {x:0.00, y:0.00, z:0.00}
    Neon MANA Sign, {x:1.20, y:0.04, z:0.50}
    DiagonalTileWindow, {x:2.00, y:0.40, z:4.00}
    LampPost 03, {x:0.42, y:3.19, z:0.42}
    NavyRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    OrangeDoorframe, {x:2.00, y:0.30, z:4.00}
    Fence Stone End, {x:0.33, y:0.33, z:1.14}
    Pixel Critter C, {x:1.63, y:0.08, z:1.79}
    Vertical Red Pad, {x:2.00, y:2.00, z:0.10}
    Module Stair Straight 1M, {x:1.00, y:1.00, z:0.50}
    Plastic Cups, {x:0.14, y:0.14, z:0.42}
    BrickWindow, {x:2.00, y:0.40, z:4.00}
    HWN20 Grave 22, {x:1.11, y:2.25, z:1.75}
    Stone 04, {x:1.51, y:1.50, z:1.18}
    SellingGoods 02, {x:1.76, y:1.08, z:1.28}
    Cracked Sand, {x:16.00, y:16.00, z:0.02}
    Window 02, {x:1.05, y:0.29, z:1.88}
    Grafitti Wall J, {x:4.00, y:0.32, z:4.00}
    Tile Border, {x:1.13, y:8.00, z:0.00}
    Bed Gamer, {x:0.00, y:0.00, z:0.00}
    HWN20 ZombieHand 02, {x:0.31, y:0.22, z:0.56}
    House 5 M Blue, {x:5.73, y:9.59, z:8.00}
    RedArmchair, {x:1.19, y:1.04, z:1.16}
    Bicycle 03, {x:1.86, y:1.20, z:0.88}
    Tree Forest Pink 04, {x:4.26, y:3.92, z:7.90}
    Button Chest, {x:0.69, y:0.80, z:0.25}
    GreyWindow, {x:2.00, y:0.40, z:4.00}
    Vertical White Pad, {x:2.00, y:0.10, z:2.00}
    Tile Floor 01, {x:1.00, y:1.00, z:0.03}
    Garland Curve, {x:15.03, y:0.59, z:1.08}
    Pond Stone 01, {x:2.80, y:2.76, z:0.36}
    DiagonalTileDoorframe, {x:2.00, y:0.34, z:4.00}
    Toggle Fantasy Button, {x:0.00, y:0.03, z:0.19}
    Log Path 01, {x:1.92, y:1.71, z:0.47}
    BlackDoorframe, {x:2.00, y:0.30, z:4.00}
    HWN20 Mud, {x:1.01, y:0.67, z:0.13}
    BushPatch 01, {x:0.60, y:0.24, z:4.56}
    GreyRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    HWN20 Column 04, {x:1.35, y:1.35, z:3.85}
    CreamRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Road Cobble Cross Long, {x:6.00, y:6.00, z:0.05}
    Window 4x4 V2 Closed, {x:2.35, y:0.35, z:2.06}
    RockFloor Module 1M, {x:1.00, y:1.00, z:0.02}
    Fence Wood V2 1, {x:2.00, y:0.20, z:1.56}
    LampForest 01, {x:0.51, y:0.59, z:2.56}
    PurpleRoof Corner, {x:4.00, y:4.00, z:0.70}
    PirateHat 01, {x:0.72, y:0.42, z:0.20}
    FenceWoodLarge 01, {x:0.17, y:5.00, z:2.10}
    Sign 04, {x:0.16, y:1.62, z:1.13}
    Window 1x2 Open, {x:1.15, y:0.16, z:1.65}
    StreetCordMedium 01, {x:0.95, y:0.38, z:0.15}
    Table With Chairs, {x:3.70, y:3.70, z:1.37}
    Column Wood 3M, {x:3.03, y:0.29, z:0.28}
    Floor Wood 4M, {x:4.00, y:4.00, z:0.04}
    Bench 4, {x:0.52, y:0.51, z:0.36}
    SpaceShipBase 01, {x:14.62, y:14.62, z:0.93}
    OrangeFloor Small, {x:2.00, y:2.00, z:0.01}
    Pipe Medium, {x:0.48, y:0.48, z:1.32}
    Table Lamp, {x:0.40, y:0.59, z:1.12}
    CreamFloor, {x:4.00, y:4.00, z:0.01}
    ZigzagCorner, {x:2.03, y:2.03, z:4.00}
    RedDoorframe, {x:2.00, y:0.30, z:4.00}
    Ladder 5M, {x:4.34, y:0.97, z:0.55}
    House 5 M Brown, {x:5.60, y:9.44, z:8.88}
    DarkGreyWindowLarge, {x:2.00, y:0.40, z:4.00}
    U Red, {x:0.50, y:0.08, z:0.50}
    Bicycle 02, {x:1.83, y:1.04, z:0.24}
    MetalRoof Corner, {x:4.00, y:4.00, z:0.70}
    BlueRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    HWN20 ZombieHand 03, {x:0.32, y:0.24, z:0.53}
    GreenBoardsWall, {x:2.00, y:0.30, z:4.00}
    GreyRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    PlantWall, {x:2.00, y:0.48, z:4.00}
    Window 03, {x:1.70, y:0.68, z:2.17}
    SellingGoods 03, {x:1.77, y:1.04, z:1.31}
    GreyRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Steampunk Bench, {x:2.38, y:0.84, z:1.12}
    Dock DoorAdapter 01, {x:4.00, y:3.00, z:0.36}
    Stone 05, {x:0.73, y:1.01, z:0.60}
    HWN20 Grave 23, {x:0.99, y:1.10, z:3.61}
    High Building 1, {x:5.08, y:17.82, z:23.87}
    Stone Light, {x:1.00, y:1.00, z:1.00}
    Furnit 2, {x:1.59, y:0.84, z:1.10}
    Window 2x2 V2 Open V2, {x:1.42, y:1.19, z:1.82}
    Pixel Critter B, {x:1.79, y:0.08, z:1.79}
    ArrowBoardWindow, {x:2.00, y:0.40, z:4.00}
    Chip 01, {x:0.24, y:0.17, z:0.12}
    LampPost 02, {x:0.55, y:0.55, z:3.55}
    Deck 6M V07, {x:6.00, y:2.03, z:4.74}
    StoneRandomBig 01, {x:1.98, y:1.98, z:0.04}
    Fire Hydrant Red, {x:0.48, y:0.41, z:0.69}
    FloorBaseDesert 01, {x:16.00, y:16.00, z:0.02}
    Telescope, {x:1.39, y:1.44, z:2.06}
    GlassRoof Small, {x:2.00, y:2.00, z:0.20}
    ChineseLantern 01, {x:0.28, y:0.28, z:0.59}
    Book 06, {x:0.59, y:0.52, z:0.11}
    Tent 01, {x:3.00, y:1.86, z:2.20}
    Rock 06, {x:0.81, y:0.95, z:1.08}
    Bottle 09, {x:0.27, y:0.15, z:0.37}
    Tree Forest Blue 04, {x:4.26, y:3.92, z:7.90}
    ZigzagDoorframe, {x:2.00, y:0.37, z:4.00}
    PlainGreyWall, {x:2.00, y:0.40, z:4.00}
    Grass05, {x:0.73, y:0.48, z:0.89}
    Fliptop Bin, {x:0.54, y:0.54, z:1.18}
    Cactus 5, {x:2.84, y:2.35, z:4.33}
    FlagPole 01, {x:1.89, y:0.47, z:2.91}
    BeigeRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    Window 2x4 B Open, {x:1.15, y:0.16, z:1.94}
    Hallway Module Straight 01, {x:6.02, y:6.00, z:3.82}
    Traffic Cone Yellow, {x:0.53, y:0.53, z:0.55}
    Coffee House, {x:5.12, y:6.22, z:5.13}
    Tree 3, {x:3.53, y:4.65, z:5.62}
    Bucket 01, {x:0.46, y:0.46, z:0.44}
    Yellow Oil Barrel, {x:0.78, y:0.78, z:1.17}
    PurpleRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    Cart Wheel, {x:1.02, y:0.91, z:0.87}
    Mines Car Track Fork V2, {x:3.40, y:6.00, z:0.09}
    Tube Blue, {x:0.53, y:0.34, z:5.04}
    Mines Wood Fence2 4M, {x:3.84, y:0.19, z:2.64}
    Desk 01, {x:2.00, y:1.07, z:1.03}
    Tree 02, {x:4.14, y:4.41, z:5.32}
    Vertical Platform Pirates, {x:2.22, y:2.25, z:2.50}
    HWN20 Skull&Candles 02, {x:0.93, y:0.80, z:0.82}
    OrangeCorner, {x:2.00, y:2.00, z:4.00}
    PanelSciFi 02, {x:2.00, y:2.00, z:0.05}
    Ship Wheel, {x:0.69, y:0.30, z:1.14}
    Manhole Blue, {x:1.80, y:0.07, z:1.79}
    OxygenTube 01, {x:0.35, y:0.34, z:1.57}
    Hallway Module Cross 01, {x:6.03, y:6.03, z:3.80}
    PetHouse 01, {x:1.93, y:1.85, z:1.90}
    Wooden Trap Door, {x:3.00, y:1.50, z:0.00}
    HWN20 FlowerPot 03, {x:0.20, y:0.21, z:0.47}
    PinkDoorframe, {x:2.00, y:0.30, z:4.00}
    Lab Sphere 01, {x:0.89, y:0.74, z:0.96}
    Gear 10 Teeth, {x:2.44, y:2.47, z:0.50}
    Banner Blue 01, {x:0.93, y:0.08, z:2.54}
    PlanetFloorOrange 01, {x:16.00, y:16.00, z:0.24}
    Drawer 02, {x:0.63, y:0.75, z:1.25}
    HWN20 SmallFence 01, {x:0.15, y:0.72, z:0.51}
    Deck Stairs 2, {x:1.71, y:5.62, z:4.74}
    Paperlight 04, {x:1.31, y:0.48, z:1.58}
    Books, {x:0.87, y:0.78, z:0.24}
    Cracked, {x:16.00, y:16.00, z:0.02}
    Door 3, {x:0.98, y:0.14, z:2.27}
    HWN20 TreeBase&Knife, {x:1.68, y:1.86, z:1.58}
    Woodplanks Dark, {x:1.00, y:1.00, z:1.00}
    TurquoiseWindow, {x:2.00, y:0.40, z:4.00}
    ConsoleSofa, {x:4.86, y:2.85, z:1.50}
    Vegetation 04, {x:0.18, y:0.08, z:0.90}
    DCL Map, {x:0.10, y:2.92, z:1.75}
    RedWindowLarge, {x:2.00, y:0.40, z:4.00}
    HAL9000 01, {x:0.72, y:0.72, z:0.13}
    Vegetation 10, {x:0.50, y:0.34, z:0.22}
    PlainDarkGreyWall, {x:2.00, y:0.40, z:4.00}
    Mushrooms 05, {x:0.35, y:0.35, z:0.46}
    HWN20 PetTomb 03, {x:2.57, y:2.04, z:1.93}
    HWN20 Candle 11, {x:0.12, y:0.14, z:0.29}
    Pebbles, {x:1.00, y:1.00, z:1.00}
    StairFence 01, {x:0.20, y:1.00, z:0.85}
    HWN20 Candle 05, {x:0.17, y:0.19, z:0.49}
    PinkRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    BlueCushion, {x:0.63, y:0.13, z:0.63}
    CorrugatedMetalRoof, {x:4.43, y:4.04, z:1.35}
    Sword 01, {x:0.30, y:0.11, z:1.14}
    Lever Console, {x:0.35, y:0.47, z:1.22}
    Donut Counter, {x:2.17, y:0.86, z:0.73}
    Ring Blue Light, {x:2.00, y:2.00, z:0.10}
    HWN20 Lamp 01, {x:0.50, y:1.51, z:3.65}
    Glass Pink, {x:1.00, y:1.00, z:1.00}
    StreetFence 01, {x:2.20, y:0.29, z:1.15}
    Glass Blue, {x:1.00, y:1.00, z:1.00}
    WaterPatchCurve 01, {x:6.57, y:6.36, z:0.72}
    RockBig 01, {x:5.51, y:6.11, z:6.32}
    Floor Module 03, {x:3.00, y:3.00, z:0.08}
    GreyFloor, {x:4.00, y:4.00, z:0.01}
    GlassPanelStairs, {x:2.02, y:4.20, z:5.17}
    Stool D, {x:0.63, y:0.69, z:1.60}
    HealthBed 01, {x:2.59, y:3.40, z:2.45}
    PlasmaBlue 01, {x:0.22, y:0.26, z:0.39}
    Door Wood 01, {x:1.68, y:0.48, z:3.24}
    House 6 M Brown, {x:6.33, y:9.28, z:8.43}
    Bar Black, {x:6.13, y:1.34, z:1.54}
    Stone Blocks End 01, {x:0.33, y:0.55, z:0.23}
    Bush Fantasy 03, {x:1.87, y:0.75, z:1.26}
    Hatch Anim, {x:2.34, y:2.50, z:0.67}
    HWN20 SpiderTree 01, {x:3.15, y:4.23, z:4.61}
    CryogenicChamberBase 01, {x:3.23, y:1.20, z:0.92}
    DocksBridge 02, {x:1.96, y:4.14, z:1.83}
    Bush 01, {x:1.84, y:1.80, z:0.79}
    Beam Exterior 1, {x:3.97, y:0.69, z:4.05}
    Peak, {x:0.90, y:0.12, z:0.89}
    Helicopter Green, {x:10.19, y:14.31, z:3.75}
    TurquoiseTileWall, {x:2.00, y:0.30, z:4.00}
    Chalice 02, {x:0.08, y:0.09, z:0.30}
    LimeRoof Corner, {x:4.00, y:4.00, z:0.70}
    Light Decor7, {x:0.00, y:0.00, z:0.00}
    Stone 3, {x:3.10, y:4.56, z:1.51}
    Arcade Machine Red, {x:1.39, y:1.61, z:2.63}
    PebbleFloor Small, {x:2.00, y:2.00, z:0.01}
    Horizontal Platform Fantasy Alt, {x:1.42, y:1.42, z:0.56}
    Antenna 03, {x:2.30, y:1.17, z:1.12}
    Column Vertical Wood Small, {x:0.45, y:0.45, z:1.60}
    Mines Car Track 3M V3, {x:1.07, y:3.05, z:1.11}
    Flower 01, {x:0.67, y:0.22, z:0.61}
    Pebble 02, {x:0.15, y:0.04, z:0.13}
    SteamPunk Number 00, {x:0.42, y:0.41, z:0.92}
    Fence Wood V5 1, {x:2.00, y:0.20, z:1.56}
    Fence Wood V1 Entry, {x:2.94, y:0.15, z:1.63}
    YellowRoof Corner, {x:4.00, y:4.00, z:0.70}
    Grass Long, {x:1.00, y:1.00, z:1.00}
    B Blue, {x:0.50, y:0.08, z:0.50}
    C Blue, {x:0.50, y:0.08, z:0.50}
    Stone Coal, {x:1.00, y:1.00, z:1.00}
    Red Stone Emerald, {x:1.00, y:1.00, z:1.00}
    Games Console, {x:0.86, y:0.47, z:0.35}
    SimpleRoundPillar, {x:0.62, y:0.62, z:4.00}
    BirdFountain 01, {x:0.98, y:1.17, z:0.90}
    Mountain 6, {x:10.32, y:11.43, z:9.08}
    Click Area, {x:1.00, y:1.00, z:1.00}
    Drinks Dispenser Pink, {x:1.38, y:0.49, z:0.98}
    Night Stand, {x:1.52, y:1.06, z:1.67}
    Module Stone Curve 02, {x:4.07, y:4.07, z:3.99}
    SteamPunk Number 01, {x:0.42, y:0.41, z:0.98}
    Pebble 03, {x:0.40, y:0.02, z:0.31}
    Window 2x4 Frame, {x:1.15, y:0.16, z:1.94}
    MagnoliaWindowLarge, {x:2.00, y:0.40, z:4.00}
    Mines Car Track 3M V2, {x:1.07, y:3.00, z:0.09}
    Antenna 02, {x:1.35, y:1.60, z:1.50}
    Horizontal Platform Fantasy, {x:1.11, y:1.11, z:0.84}
    Vault 01, {x:1.71, y:1.72, z:2.60}
    Stone 2, {x:4.05, y:3.48, z:2.33}
    Ladder 01, {x:0.89, y:0.09, z:3.04}
    HWN20 BearBush, {x:6.07, y:4.64, z:8.29}
    Tint 01, {x:0.19, y:0.24, z:0.39}
    Furnace 2, {x:0.95, y:1.72, z:1.64}
    BlueRoof Corner, {x:4.00, y:4.00, z:0.70}
    DarkGreyRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    Coffee Machine, {x:0.49, y:0.70, z:0.79}
    Bread 01, {x:0.12, y:0.31, z:0.07}
    BoatWheel 02, {x:1.04, y:0.15, z:1.04}
    Black Pad, {x:2.00, y:2.00, z:0.10}
    HWN20 Crow, {x:0.75, y:0.22, z:0.39}
    Beanbag Pink, {x:1.82, y:1.73, z:0.99}
    StoneSlabSmall 02, {x:0.99, y:0.98, z:0.03}
    Dirt Dark, {x:1.00, y:1.00, z:1.00}
    Volcan, {x:1.00, y:1.00, z:1.00}
    Beanbag Blue, {x:1.81, y:1.73, z:0.99}
    Bush Fantasy 02, {x:1.11, y:0.71, z:1.71}
    ArchWay 02, {x:4.39, y:0.90, z:4.75}
    Lamp 2, {x:0.29, y:0.22, z:0.66}
    Cannon 02, {x:1.28, y:1.87, z:1.08}
    PlainGlassWall, {x:2.00, y:0.40, z:4.00}
    Floor Module 02, {x:3.00, y:3.00, z:0.06}
    DocksModuleStairs 01, {x:1.60, y:2.04, z:0.92}
    Table 06, {x:1.49, y:1.44, z:0.70}
    ConstructionDebris 01, {x:2.67, y:2.68, z:0.48}
    Stool E, {x:0.63, y:0.69, z:1.60}
    NavyRoof Corner, {x:4.00, y:4.00, z:0.70}
    Grass Stones, {x:16.00, y:16.00, z:0.02}
    PlainWhiteWall, {x:2.00, y:0.30, z:4.00}
    Blue Button, {x:0.27, y:0.27, z:0.06}
    CyberpunkDoorframe, {x:2.00, y:0.34, z:4.00}
    YellowRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    Ground Curve 10 M, {x:11.40, y:11.21, z:0.42}
    Mines Runway Curve Half, {x:2.19, y:3.24, z:0.11}
    BathroomTilesWall, {x:2.00, y:0.36, z:4.00}
    Window 2x4 V3 B Open, {x:1.42, y:0.36, z:2.23}
    FencePicketWhiteSmall 01, {x:0.05, y:1.11, z:1.21}
    Bridge 06, {x:6.06, y:1.22, z:2.32}
    Awning 8M, {x:8.00, y:2.19, z:3.71}
    Street Loop, {x:2.42, y:0.58, z:3.70}
    HWN20 Candle 04, {x:0.12, y:0.14, z:0.49}
    HWN20 PetTomb 02, {x:2.62, y:2.52, z:1.93}
    Street Scaffold, {x:4.73, y:3.89, z:1.27}
    DiagonalBoardCorner, {x:2.04, y:2.04, z:4.00}
    HWN20 Candle 10, {x:0.21, y:0.24, z:0.47}
    FloorCorner 01, {x:4.00, y:4.00, z:0.06}
    JungleLampPost 01, {x:2.04, y:0.40, z:2.80}
    Mushrooms 04, {x:0.26, y:0.22, z:0.75}
    MetalDoorframe, {x:2.00, y:0.30, z:4.00}
    Yellow Fantasy Button, {x:0.45, y:0.45, z:0.08}
    Vegetation 05, {x:0.52, y:0.74, z:1.27}
    Door 2, {x:0.98, y:0.15, z:2.27}
    HWN20 BatTrio UpsideDown, {x:0.20, y:0.79, z:0.61}
    Solid Black, {x:1.00, y:1.00, z:1.00}
    Star 01, {x:3.13, y:3.13, z:3.13}
    K Red, {x:0.50, y:0.08, z:0.50}
    Ring White Light, {x:2.00, y:2.00, z:0.10}
    WoodenBoardWindow, {x:2.00, y:0.40, z:4.00}
    Cup 01, {x:0.23, y:0.26, z:0.28}
    Paperlight 05, {x:0.00, y:0.00, z:0.00}
    GlowPillar, {x:0.50, y:0.50, z:4.00}
    TNT Box Closed, {x:0.62, y:0.47, z:0.33}
    Train Machine, {x:3.10, y:10.02, z:5.19}
    WhiteRoof Corner, {x:4.00, y:4.00, z:0.70}
    PlasmaPink 01, {x:0.22, y:0.26, z:0.39}
    PlaygroundStructure 01, {x:3.86, y:3.76, z:2.36}
    Gear Big, {x:1.19, y:1.19, z:0.30}
    Pillar Fire 01, {x:0.94, y:0.94, z:1.50}
    Drawer 03, {x:0.69, y:0.65, z:1.28}
    Cable 1M Curve 01, {x:1.48, y:1.06, z:0.12}
    Pipe Straight 1M 01, {x:0.35, y:0.35, z:1.50}
    HWN20 FlowerPot 02, {x:0.24, y:0.35, z:0.60}
    BeachWall, {x:2.00, y:0.36, z:4.00}
    H Blue, {x:0.50, y:0.08, z:0.50}
    Cable 1M Curve 03, {x:1.17, y:1.06, z:0.12}
    Stone Diamond, {x:1.00, y:1.00, z:1.00}
    I Blue, {x:0.50, y:0.08, z:0.50}
    FenceIronSmall 01, {x:0.37, y:1.00, z:1.49}
    PlainCreamWall, {x:2.00, y:0.40, z:4.00}
    WhiteWindowLarge, {x:2.00, y:0.40, z:4.00}
    HWN20 SmallFence 02, {x:0.18, y:0.69, z:0.54}
    Banner Blue 02, {x:1.89, y:0.08, z:2.22}
    Terrain 4, {x:8.60, y:4.71, z:0.95}
    Drawer 01, {x:0.65, y:0.78, z:1.29}
    MetalBoltsDoorframe, {x:2.00, y:0.42, z:4.00}
    PlaygroundBall 01, {x:0.46, y:0.45, z:0.44}
    BeigeRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Window 1x2 V3 Open, {x:1.41, y:0.48, z:1.75}
    YellowCushion, {x:0.63, y:0.13, z:0.63}
    Window 1x2 V2 Open, {x:1.42, y:0.35, z:1.82}
    MetalRoof, {x:4.00, y:4.00, z:0.20}
    TraditionalPillar, {x:0.70, y:0.70, z:4.00}
    CrossTable, {x:1.43, y:1.24, z:0.82}
    ConcreteFloor Small, {x:2.00, y:2.00, z:0.01}
    GlassPanelStairs Corner, {x:4.12, y:4.12, z:5.15}
    HAL9000 02, {x:0.39, y:0.14, z:0.73}
    Vegetation 07, {x:1.57, y:1.98, z:1.75}
    NavyWindowLarge, {x:2.00, y:0.40, z:4.00}
    FencePicketSmall 01, {x:0.13, y:1.20, z:1.11}
    Module Stone Straight 01, {x:4.00, y:0.80, z:4.00}
    HWN20 Candle 06, {x:0.18, y:0.18, z:0.42}
    CrackedDoorframe, {x:2.00, y:0.30, z:4.00}
    FoodPineapple 01, {x:0.29, y:0.30, z:0.54}
    HWN20 Candle 12, {x:0.14, y:0.14, z:0.27}
    Mines Model Curve Half, {x:17.06, y:14.31, z:4.79}
    HWN20 Lamp 02, {x:0.37, y:0.37, z:0.82}
    Safe, {x:0.97, y:1.03, z:1.36}
    Bridge 04, {x:5.32, y:2.07, z:2.12}
    Sword 02, {x:0.25, y:0.11, z:1.13}
    PinkRoof, {x:4.00, y:4.00, z:0.20}
    Stone Blocks 01, {x:3.00, y:1.16, z:0.24}
    Table 04, {x:1.72, y:1.72, z:1.12}
    RockBig 02, {x:7.21, y:6.84, z:9.03}
    Grass Module 2M, {x:2.00, y:2.00, z:0.06}
    StoneRandomSmall 01, {x:0.98, y:0.98, z:0.04}
    Sand Gold, {x:16.00, y:16.00, z:0.02}
    WaterPatchCurve 02, {x:7.04, y:6.70, z:0.72}
    CreamFloor Small, {x:2.00, y:2.00, z:0.01}
    AncientEgyptianCorner, {x:2.04, y:2.04, z:4.00}
    JunglePlant 08, {x:0.87, y:1.05, z:0.70}
    BlueWindowLarge, {x:2.00, y:0.40, z:4.00}
    DocksBridge 01, {x:1.96, y:4.13, z:1.83}
    Tin Can Yellow, {x:0.13, y:0.13, z:0.24}
    RedCorner, {x:2.00, y:2.00, z:4.00}
    Cryptocurrency, {x:1.84, y:0.07, z:0.44}
    AirVent Cap 01, {x:0.26, y:1.17, z:1.17}
    Beam Exterior 2, {x:3.66, y:2.02, z:4.05}
    Gem 09, {x:0.39, y:0.16, z:0.34}
    Bush 02, {x:2.10, y:1.99, z:0.70}
    Empty Foodbox, {x:0.21, y:0.35, z:0.11}
    CreamDoorframe, {x:2.00, y:0.30, z:4.00}
    Window 2x4 Broken, {x:1.27, y:0.19, z:2.03}
    Fence Iron 1M, {x:1.13, y:0.26, z:1.14}
    RockMediumMoss 01, {x:1.39, y:1.75, z:0.64}
    Chalice 01, {x:0.17, y:0.17, z:0.23}
    Ladder 2M, {x:1.78, y:0.97, z:0.55}
    Flower 02, {x:0.65, y:0.40, z:0.66}
    Pebble 01, {x:0.19, y:0.06, z:0.19}
    SteamPunk Number 03, {x:0.42, y:0.42, z:0.89}
    Floating Decor, {x:0.00, y:0.00, z:0.00}
    YellowDoorframe, {x:2.00, y:0.30, z:4.00}
    Boat 01, {x:5.66, y:2.07, z:0.97}
    Mountain 4, {x:14.19, y:12.97, z:9.82}
    WritenStone 01, {x:1.97, y:1.86, z:0.29}
    House 8 M Gray, {x:8.67, y:9.38, z:9.13}
    Fence Wood V5 2, {x:2.02, y:0.21, z:1.62}
